User,Retirement Age,Birth Year,Gender,State,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt-Income ratio,FICO_Category
412,72,1989,Female,OR,20343,41475,0,747,2,0,Very Good
413,68,1963,Male,WA,27308,55682,82696,750,4,1.5,Very Good
414,68,1968,Female,FL,28272,57646,127892,724,4,2.2,Good
415,68,2000,Female,TX,19399,39556,132573,572,1,3.4,Poor
416,67,1983,Male,CA,16838,34330,15223,713,4,0.4,Good
417,71,1937,Male,FL,15069,10142,1809,767,7,0.2,Very Good
418,60,1989,Male,MD,37697,76867,118029,659,1,1.5,Fair
419,68,1997,Female,IL,25689,52379,107734,771,3,2.1,Very Good
420,64,1980,Male,IN,28126,57348,119230,527,3,2.1,Poor
421,70,1970,Male,TN,18658,38041,27813,782,4,0.7,Very Good
422,70,1991,Female,AZ,26023,53053,42396,696,2,0.8,Good
423,65,1984,Male,OH,18077,36857,3112,768,3,0.1,Very Good
424,72,1965,Female,WA,37485,76431,115362,716,5,1.5,Good
425,68,1941,Male,CA,14709,18100,0,682,6,0,Good
426,61,1974,Female,FL,8155,16628,33926,654,1,2,Fair
427,66,1941,Male,NC,18100,29041,4427,699,4,0.2,Good
428,64,1972,Female,NC,17595,35876,50190,635,3,1.4,Fair
429,67,2000,Male,NJ,40216,81995,133788,685,2,1.6,Good
430,70,1969,Female,MN,40364,82298,0,791,4,0,Very Good
431,62,1989,Male,KY,30367,61916,165886,655,4,2.7,Fair
432,70,1964,Female,AR,14736,30042,9208,727,4,0.3,Good
433,61,1964,Female,OH,21992,44839,63194,625,3,1.4,Fair
434,74,1994,Male,FL,29740,60638,132252,661,1,2.2,Fair
435,64,1994,Female,OH,14737,30049,80474,700,1,2.7,Good
436,65,1965,Female,IA,14568,29699,6569,711,3,0.2,Good
437,66,1990,Male,AK,20519,41836,60302,615,2,1.4,Fair
438,68,1964,Male,CA,11329,23103,63635,681,3,2.8,Good
439,70,1947,Male,MD,39053,57513,11755,793,5,0.2,Very Good
440,68,1953,Female,TN,18759,38249,0,746,4,0,Very Good
441,65,1978,Female,VA,20353,41496,9222,807,2,0.2,Excellent
442,70,1995,Female,NJ,44540,90812,175569,850,3,1.9,Excellent
443,67,1984,Male,NM,14822,30217,23394,705,4,0.8,Good
444,66,1990,Female,MO,30202,61581,241312,736,2,3.9,Good
445,67,1966,Male,AR,16462,33566,96597,698,1,2.9,Good
446,68,1953,Female,TX,17440,35560,60397,723,5,1.7,Good
447,67,1998,Female,CA,31699,64630,92847,751,2,1.4,Very Good
448,60,1952,Female,GA,26767,57705,22475,684,3,0.4,Good
449,71,1961,Male,TX,11844,24155,2870,802,3,0.1,Excellent
450,71,1993,Male,TN,17179,35026,11468,743,5,0.3,Very Good
451,70,1990,Female,NC,17854,36404,11745,726,3,0.3,Good
452,60,1969,Male,NC,18724,38179,50559,609,2,1.3,Fair
453,65,1983,Female,TX,79100,161276,317964,540,1,2,Poor
454,66,1988,Male,TX,15737,32086,53595,747,4,1.7,Very Good
455,69,1997,Female,IL,18395,37505,57014,714,3,1.5,Good
456,73,1951,Female,CA,22799,46487,57336,635,3,1.2,Fair
457,65,1996,Female,SD,18583,37891,66163,749,1,1.7,Very Good
458,67,1965,Female,CO,30072,61312,25355,708,3,0.4,Good
459,59,1973,Male,OH,25565,52130,80367,701,1,1.5,Good
460,61,1993,Female,NY,19983,40744,50803,717,1,1.2,Good
461,65,1933,Female,HI,24516,49529,1385,689,6,0,Good
462,63,1943,Male,KS,24531,41790,24676,719,5,0.6,Good
463,57,1939,Female,CA,15775,29928,2028,713,4,0.1,Good
464,67,1972,Female,NY,21077,42976,58765,748,3,1.4,Very Good
465,68,1979,Male,GA,15755,32126,56283,770,3,1.8,Very Good
466,69,1963,Male,OH,22170,45202,71022,683,4,1.6,Good
467,65,1999,Female,FL,17120,34907,64107,742,3,1.8,Very Good
468,65,1992,Male,PA,16965,34591,65770,688,2,1.9,Good
469,69,1997,Female,NC,15661,31933,65405,746,1,2,Very Good
470,70,1978,Male,TX,25584,52165,97248,730,4,1.9,Good
471,64,1961,Female,OH,14477,29519,45597,643,3,1.5,Fair
472,67,1962,Male,IN,15981,32583,12501,812,7,0.4,Excellent
473,65,1982,Male,LA,29006,59139,128870,742,4,2.2,Very Good
474,64,1975,Male,TX,30499,62185,114235,749,1,1.8,Very Good
475,67,1997,Male,OR,17561,35800,65841,753,2,1.8,Very Good
476,71,1993,Male,MD,35553,72485,31605,691,2,0.4,Good
477,65,1995,Female,CA,25524,52036,26232,703,3,0.5,Good
478,67,1986,Male,MI,17409,35499,80517,724,1,2.3,Good
479,65,1976,Male,TN,15209,31015,103094,737,2,3.3,Good
480,65,1940,Male,CA,34848,53222,23051,640,1,0.4,Fair
481,69,1963,Female,NJ,137428,280199,91367,752,5,0.3,Very Good
482,67,1971,Male,IA,18076,36853,112139,834,5,3,Excellent
483,70,1998,Male,NJ,18392,37497,0,695,1,0,Good
484,66,1931,Female,NJ,37030,31828,3777,593,3,0.1,Fair
485,68,1970,Female,TX,35246,71866,132580,662,1,1.8,Fair
486,69,1957,Male,CA,16920,34496,33122,731,5,1,Good
487,71,1946,Female,TX,26016,39003,10793,788,5,0.3,Very Good
488,64,1951,Male,CA,12349,11566,9102,536,4,0.8,Poor
489,71,1974,Female,GA,25586,52172,66085,667,4,1.3,Fair
490,66,1928,Male,FL,18266,40141,805,850,6,0,Excellent
491,66,1971,Male,PA,19486,39733,79302,781,4,2,Very Good
492,65,1991,Female,OH,25333,51651,22705,801,3,0.4,Excellent
493,64,1997,Female,AZ,24122,49190,122458,630,1,2.5,Fair
494,68,1977,Male,WV,18003,36711,84949,739,4,2.3,Good
495,61,1997,Male,MD,22728,46344,66994,732,3,1.4,Good
496,71,1993,Male,PA,49534,100991,0,722,3,0,Good
497,65,1957,Female,SD,16097,32819,25393,826,5,0.8,Excellent
498,62,1989,Male,IL,23446,47803,81929,652,1,1.7,Fair
499,69,1975,Male,OR,18961,38661,88636,765,3,2.3,Very Good
500,66,1974,Male,PA,28278,57658,74288,766,5,1.3,Very Good
501,69,1974,Female,MS,10909,22249,20420,789,3,0.9,Very Good
502,68,1982,Female,FL,31706,64647,58250,738,4,0.9,Good
503,64,1987,Female,CT,28814,58749,113308,768,6,1.9,Very Good
504,68,1973,Female,UT,14470,29510,47153,752,4,1.6,Very Good
505,65,1966,Female,CA,17985,36672,99454,655,2,2.7,Fair
506,61,1979,Female,MA,38878,79271,211919,759,1,2.7,Very Good
507,68,1985,Female,FL,19693,40156,70128,738,3,1.7,Good
508,58,1989,Female,MO,28373,57853,131828,558,4,2.3,Poor
509,64,1946,Female,MD,33637,37789,24575,605,3,0.7,Fair
510,63,1958,Male,TX,20531,41865,60911,676,4,1.5,Good
511,69,1953,Male,OH,30381,61937,138153,684,7,2.2,Good
512,67,1987,Female,NC,15827,32274,72974,545,1,2.3,Poor
513,71,1971,Male,NJ,37170,75785,117920,814,3,1.6,Excellent
514,64,1969,Male,NC,22345,45560,79660,644,3,1.7,Fair
515,67,1973,Female,WI,20013,40810,65643,614,4,1.6,Fair
516,67,1961,Male,AR,18817,38371,50530,703,3,1.3,Good
517,67,1973,Female,SC,23917,48762,143208,771,6,2.9,Very Good
518,61,1994,Male,CA,28660,58435,134789,666,2,2.3,Fair
519,68,1971,Male,VA,19188,39124,66231,722,4,1.7,Good
520,65,1970,Male,WA,31226,63673,147913,591,4,2.3,Fair
521,65,1985,Female,CA,18679,38081,28613,811,4,0.8,Excellent
522,61,1996,Female,SC,14443,29450,36002,692,1,1.2,Good
523,65,1963,Female,IL,28237,57576,161107,589,2,2.8,Fair
524,70,1988,Female,OK,16829,34311,6971,680,4,0.2,Good
525,65,1956,Female,FL,26530,54095,76109,753,3,1.4,Very Good
526,65,1995,Female,CA,12089,24648,32962,600,1,1.3,Fair
527,61,1982,Female,CO,32793,66863,89031,673,1,1.3,Good
528,68,1959,Female,NC,14793,30165,36972,694,2,1.2,Good
529,67,1966,Male,IL,92938,189490,448929,717,3,2.4,Good
530,68,2000,Female,KY,23827,48582,189348,546,1,3.9,Poor
531,65,1935,Male,PA,23207,26476,406,813,5,0,Excellent
532,69,1980,Male,NH,27706,56486,116394,689,2,2.1,Good
533,71,1960,Female,TX,17609,35906,69819,659,3,1.9,Fair
534,61,2000,Female,IN,27261,55587,151141,621,2,2.7,Fair
535,67,1998,Female,WI,18016,36733,0,761,3,0,Very Good
536,66,1971,Female,NE,33232,67761,0,745,4,0,Very Good
537,56,1963,Male,TN,22760,36282,14141,725,1,0.4,Good
538,68,1973,Female,FL,27696,56467,66565,688,3,1.2,Good
539,73,1965,Female,OH,18462,37645,46298,654,4,1.2,Fair
540,64,1971,Male,MA,24506,49967,62509,655,1,1.3,Fair
541,67,1999,Male,PA,31656,64548,14864,726,1,0.2,Good
542,66,1999,Male,VA,13938,28421,77772,738,1,2.7,Good
543,65,1986,Female,AL,17271,35213,87653,719,3,2.5,Good
544,67,1971,Male,LA,14696,29962,55000,684,3,1.8,Good
545,59,1970,Male,FL,17590,35868,48465,562,4,1.4,Poor
546,73,1988,Male,NV,18734,38193,39874,703,3,1,Good
547,66,1972,Male,IN,21131,43084,0,850,3,0,Excellent
548,72,1977,Female,OH,18351,37415,66403,665,1,1.8,Fair
549,64,1979,Male,NJ,17370,35418,51741,660,6,1.5,Fair
550,62,2002,Male,NC,15331,31259,40701,798,2,1.3,Very Good
551,66,1993,Male,WA,20233,41255,85439,683,2,2.1,Good
552,71,1978,Female,NC,17056,34774,78060,850,5,2.2,Excellent
553,75,1929,Female,NY,27934,51717,418,717,5,0,Good
554,62,1967,Male,TX,20346,41483,64715,584,1,1.6,Fair
555,65,1991,Female,MD,17079,34825,65082,759,1,1.9,Very Good
556,72,1969,Male,NC,18316,37346,64030,680,5,1.7,Good
557,67,1961,Female,FL,21923,44699,21685,842,5,0.5,Excellent
558,73,1984,Male,FL,8491,17316,26872,748,1,1.6,Very Good
559,67,1962,Male,ME,24259,49467,77465,697,5,1.6,Good
560,68,2001,Female,KS,16795,34242,0,837,1,0,Excellent
561,63,1994,Male,AL,34578,70502,90003,614,2,1.3,Fair
562,67,1960,Female,MA,39312,80156,61817,735,4,0.8,Good
563,63,1968,Female,CT,24393,49737,136056,643,1,2.7,Fair
564,60,1959,Male,OH,18794,31003,23000,699,3,0.7,Good
565,66,1996,Female,FL,14405,29376,51428,629,1,1.8,Fair
566,63,1963,Female,GA,14425,29413,46043,703,2,1.6,Good
567,64,1992,Female,WA,27308,55684,114269,722,3,2.1,Good
568,60,1980,Male,IL,20056,40894,51844,657,1,1.3,Fair
569,66,1956,Female,CA,23172,47242,62224,704,6,1.3,Good
570,67,1954,Male,NE,14199,28951,56777,711,2,2,Good
571,68,1966,Male,TX,32580,66428,197102,669,2,3,Fair
572,64,1968,Female,TX,36253,73920,166395,683,1,2.3,Good
573,73,1998,Female,UT,10539,21490,32587,682,2,1.5,Good
574,64,1951,Female,MA,31849,59938,36978,670,1,0.6,Good
575,65,1965,Male,NY,25534,52062,97881,775,4,1.9,Very Good
576,65,1961,Male,CA,29097,59322,145137,694,3,2.4,Good
577,69,1993,Female,MI,26120,53254,131334,736,1,2.5,Good
578,67,1958,Male,IN,16045,32716,46919,593,3,1.4,Fair
579,68,1940,Male,MI,19131,30977,21507,796,5,0.7,Very Good
580,71,1952,Female,MI,17144,34954,5942,729,3,0.2,Good
581,69,1973,Female,IL,11951,24372,63295,793,4,2.6,Very Good
582,66,1968,Female,OH,18229,37169,93844,722,3,2.5,Good
583,69,1983,Male,TX,19554,39871,73726,719,4,1.8,Good
584,68,1976,Female,MN,19630,40026,70877,768,1,1.8,Very Good
585,67,2000,Female,TX,35183,71740,38238,767,2,0.5,Very Good
586,66,1998,Male,NY,20152,41087,22720,695,2,0.6,Good
587,55,2001,Female,AK,28730,58579,94998,808,1,1.6,Excellent
588,68,1933,Male,TX,29557,33426,1852,699,4,0.1,Good
589,65,1997,Female,LA,22001,44862,78350,750,3,1.7,Very Good
590,65,1985,Male,OH,22261,45388,64749,723,1,1.4,Good
591,68,1946,Male,GA,22682,34220,0,745,5,0,Very Good
592,66,2000,Male,PA,58297,118862,276156,782,1,2.3,Very Good
593,62,1999,Female,NY,29558,60265,80939,582,3,1.3,Fair
594,66,1974,Male,KY,11644,23740,4313,841,3,0.2,Excellent
595,67,1980,Male,FL,18828,38386,74820,850,6,1.9,Excellent
596,70,1973,Male,RI,19065,38872,86648,585,1,2.2,Fair
597,68,1982,Female,GA,24196,49335,51520,773,3,1,Very Good
598,79,1969,Female,MI,19736,40246,74352,641,5,1.8,Fair
599,66,1970,Male,IL,39789,81122,112394,682,5,1.4,Good
600,64,2001,Male,FL,14352,29265,37375,647,1,1.3,Fair
601,65,1968,Male,AZ,30557,62304,113416,719,4,1.8,Good
602,65,1965,Male,TX,21381,43598,15891,757,4,0.4,Very Good
603,63,1965,Male,TX,22856,46603,57177,612,1,1.2,Fair
604,71,1993,Male,FL,14191,28931,34511,711,4,1.2,Good
605,71,1977,Female,VA,35905,73208,115827,664,6,1.6,Fair
606,68,1978,Female,NJ,37908,77288,46160,771,4,0.6,Very Good
607,66,1989,Male,FL,18415,37544,15489,703,4,0.4,Good
608,65,1961,Male,IL,19926,40628,66552,636,1,1.6,Fair
609,68,1995,Female,GA,15433,31469,53555,645,1,1.7,Fair
610,65,1967,Male,NM,15385,31369,0,707,3,0,Good
611,65,1983,Female,OH,16351,33339,83353,679,2,2.5,Good
612,65,1994,Male,FL,20273,41338,90737,772,1,2.2,Very Good
613,66,1965,Female,NY,17220,35114,24637,686,5,0.7,Good
614,65,1980,Male,KY,25258,51499,7226,788,4,0.1,Very Good
615,67,1934,Female,NJ,13006,9795,396,771,7,0,Very Good
616,67,2000,Male,CA,46616,95045,132371,708,3,1.4,Good
617,72,1953,Male,FL,17944,36589,86573,676,3,2.4,Good
618,63,1960,Female,FL,28916,58959,109358,598,2,1.9,Fair
619,61,1958,Male,CA,25849,28210,22961,655,2,0.8,Fair
620,68,1980,Male,MD,27635,56347,32530,779,3,0.6,Very Good
621,72,1961,Female,NC,18029,36760,95755,593,2,2.6,Fair
622,67,1981,Male,CA,29174,59482,130605,688,4,2.2,Good
623,60,1964,Female,TX,12175,24827,60261,590,1,2.4,Fair
624,65,1953,Female,CA,51631,52929,37514,737,7,0.7,Good
625,70,1967,Male,IN,31114,63433,122550,770,7,1.9,Very Good
626,67,1998,Male,TX,19364,39485,144101,685,1,3.6,Good
627,59,1986,Female,IN,25472,51938,97252,697,2,1.9,Good
628,53,1951,Female,VA,30622,65298,18684,524,2,0.3,Poor
629,65,1962,Female,GA,15950,32520,29433,731,4,0.9,Good
630,63,1978,Male,IL,19359,39472,82626,698,1,2.1,Good
631,66,1982,Female,HI,16898,34457,48966,666,2,1.4,Fair
632,73,1971,Male,NY,26227,53478,73030,674,3,1.4,Good
633,68,1980,Male,MI,15863,32343,59006,732,3,1.8,Good
634,65,1937,Male,SC,15406,31943,1248,686,6,0,Good
635,56,1978,Female,IA,16081,32789,47679,699,2,1.5,Good
636,64,1990,Male,CA,20536,41873,76725,717,1,1.8,Good
637,66,1976,Male,IN,18204,37115,58438,685,3,1.6,Good
638,65,1979,Female,KY,15202,30997,81716,722,2,2.6,Good
639,67,1994,Female,WA,43432,88554,142154,701,2,1.6,Good
640,63,1990,Male,CA,14556,29682,65845,659,2,2.2,Fair
641,68,1959,Male,CO,26369,53762,37361,689,8,0.7,Good
642,66,2001,Female,NY,26718,54477,72241,802,2,1.3,Excellent
643,67,1989,Female,MO,16224,33076,50117,721,3,1.5,Good
644,67,1961,Male,PA,24324,49595,68057,676,1,1.4,Good
645,67,1988,Male,MA,40226,82019,64583,695,3,0.8,Good
646,66,1943,Male,CA,26815,51942,22839,723,4,0.4,Good
647,67,1945,Female,CA,20102,29130,8746,720,5,0.3,Good
648,66,1948,Female,WV,16835,13937,3854,783,4,0.3,Very Good
649,63,1999,Male,IL,18714,38158,80609,666,1,2.1,Fair
650,67,1972,Female,IL,33701,68710,201796,717,3,2.9,Good
651,75,1983,Female,IL,49195,100303,53919,821,2,0.5,Excellent
652,65,1961,Female,NH,25001,50980,87715,691,1,1.7,Good
653,69,2002,Male,IA,22958,46810,0,747,2,0,Very Good
654,65,1959,Male,WA,50607,103185,206422,564,1,2,Poor
655,71,1996,Male,NV,22907,46704,91946,810,1,2,Excellent
656,61,1985,Male,PA,50579,103126,130160,642,1,1.3,Fair
657,61,1971,Male,NC,18376,37468,73448,666,3,2,Fair
658,67,1968,Female,NY,55274,112695,35135,840,6,0.3,Excellent
659,65,1996,Male,MI,21668,44181,82622,701,1,1.9,Good
660,65,1993,Female,NY,33263,67820,86177,628,2,1.3,Fair
661,67,1939,Female,IN,16421,24884,1828,850,6,0.1,Excellent
662,53,1978,Female,CA,0,553,740,719,3,1.3,Good
663,64,1979,Male,MA,35544,72470,133421,711,2,1.8,Good
664,66,1984,Female,IL,17696,36081,118151,682,2,3.3,Good
665,68,1982,Male,MA,29122,59375,0,729,2,0,Good
666,70,2002,Male,MS,23782,48491,158871,588,1,3.3,Fair
667,67,1959,Female,IN,15138,30867,12686,794,3,0.4,Very Good
668,67,1986,Female,NC,19605,39974,64403,652,2,1.6,Fair
669,72,1981,Male,TX,24331,49611,110543,739,4,2.2,Good
670,69,1995,Male,LA,17584,35856,73257,712,4,2,Good
671,72,1984,Female,VA,17537,35760,62768,830,1,1.8,Excellent
672,69,1979,Male,SC,13249,27013,58806,651,3,2.2,Fair
673,62,1956,Male,CO,24849,58006,20196,774,1,0.3,Very Good
674,67,1940,Female,WA,24884,39110,363,750,5,0,Very Good
675,66,1981,Female,KY,19661,40087,17392,712,2,0.4,Good
676,65,1973,Male,PA,17603,35891,87749,577,3,2.4,Poor
677,65,1936,Female,CT,37213,74753,1585,726,5,0,Good
678,70,1988,Male,CA,13002,26511,21869,769,6,0.8,Very Good
679,69,1943,Male,KS,28490,19682,0,683,4,0,Good
680,64,1938,Female,FL,19386,23217,2559,616,3,0.1,Fair
681,66,1989,Male,CO,33151,67589,0,734,3,0,Good
682,68,1989,Male,MA,45596,92960,64167,724,3,0.7,Good
683,61,1967,Female,CA,42685,87030,156474,646,5,1.8,Fair
684,66,1948,Male,NY,19329,22918,11371,750,5,0.5,Very Good
685,56,1990,Female,UT,24445,49842,79750,698,1,1.6,Good
686,75,1983,Female,DE,17624,35933,23451,812,2,0.7,Excellent
687,67,1978,Male,HI,18080,36860,65049,714,3,1.8,Good
688,70,1967,Male,GA,13864,28269,66681,734,6,2.4,Good
689,66,1999,Male,OH,19827,40426,76199,727,1,1.9,Good
690,71,1976,Female,CA,18330,37371,3378,739,4,0.1,Good
691,68,1986,Female,CA,33148,67589,106072,602,2,1.6,Fair
692,66,1964,Male,NY,39705,80957,161166,683,6,2,Good
693,69,1955,Female,CT,94302,192269,100192,700,6,0.5,Good
694,75,1985,Male,AZ,17480,35641,64419,625,2,1.8,Fair
695,69,1986,Female,TN,14073,28696,52910,686,4,1.8,Good
696,65,1989,Male,NY,18712,38153,92466,658,1,2.4,Fair
697,73,1968,Female,VA,35062,71490,0,782,3,0,Very Good
698,67,1999,Female,WA,21093,43006,26144,688,2,0.6,Good
699,67,1975,Male,LA,24289,49523,89129,688,4,1.8,Good
700,76,1988,Male,TN,10730,21876,20169,786,2,0.9,Very Good
701,67,1992,Female,IN,21992,44843,67179,756,2,1.5,Very Good
702,65,1976,Female,NC,17625,35938,47204,670,3,1.3,Good
703,65,1946,Female,VA,16745,28553,19507,745,5,0.7,Very Good
704,68,2001,Female,NC,19520,39803,53607,695,1,1.3,Good
705,68,1969,Female,CA,24069,49076,56547,715,4,1.2,Good
706,65,1978,Male,OH,27646,56368,71544,664,3,1.3,Fair
707,66,1984,Female,PA,16114,32855,94228,693,2,2.9,Good
708,64,1955,Male,TX,21401,18149,26672,738,2,1.5,Good
709,65,1975,Male,OH,19818,40407,25986,697,3,0.6,Good
710,60,2000,Male,AZ,23747,48418,73106,756,2,1.5,Very Good
711,73,1958,Male,NY,29337,59815,73325,573,2,1.2,Poor
712,66,1996,Female,IL,20822,42454,63754,750,4,1.5,Very Good
713,69,1976,Female,NC,16073,32775,72785,637,1,2.2,Fair
714,67,1983,Male,WI,28215,57532,61268,735,4,1.1,Good
715,67,1985,Female,AR,12910,26325,32456,562,1,1.2,Poor
716,74,1950,Male,CA,33727,68765,75608,798,5,1.1,Very Good
717,58,1993,Male,PA,18965,38670,80894,630,1,2.1,Fair
718,65,1962,Female,WV,17918,36528,109785,701,3,3,Good
719,61,1991,Male,OK,13811,28163,50872,689,4,1.8,Good
720,70,1963,Female,GA,17977,36652,60949,600,3,1.7,Fair
721,70,2001,Male,MA,26693,54427,96369,714,2,1.8,Good
722,66,1992,Female,CA,36390,74198,16084,838,3,0.2,Excellent
723,66,2002,Male,NC,17116,34904,46002,657,2,1.3,Fair
724,73,1964,Male,TN,47798,97455,219213,616,2,2.2,Fair
725,66,1983,Female,CA,25592,52181,26792,727,2,0.5,Good
726,68,1951,Male,IN,17969,27939,11243,841,5,0.4,Excellent
727,74,1965,Female,CO,20579,41957,151027,783,3,3.6,Very Good
728,61,1993,Female,KY,19666,40102,57857,601,6,1.4,Fair
729,69,1958,Female,HI,30410,62005,149968,651,9,2.4,Fair
730,58,2002,Male,WA,21609,44061,107955,713,4,2.5,Good
731,69,1970,Male,NY,28694,58503,37838,680,4,0.6,Good
732,67,1991,Female,NY,14456,29478,39224,675,2,1.3,Good
733,66,1990,Female,MT,19625,40005,37694,737,2,0.9,Good
734,66,1949,Male,WI,18351,31901,16285,778,4,0.5,Very Good
735,63,1991,Female,FL,21602,44046,57982,557,3,1.3,Poor
736,65,1958,Male,IL,17567,35823,96691,732,3,2.7,Good
737,69,1990,Female,VA,22059,44976,80109,717,2,1.8,Good
738,66,1992,Male,WI,19635,40035,69241,684,2,1.7,Good
739,62,1988,Female,AR,25002,50978,76898,574,2,1.5,Poor
740,72,1943,Male,MI,19780,34408,9107,701,4,0.3,Good
741,68,1997,Female,IL,0,2026,1417,779,1,0.7,Very Good
742,66,1960,Male,FL,27255,55571,93460,636,3,1.7,Fair
743,59,1993,Male,NH,26084,53182,99550,623,1,1.9,Fair
744,67,1987,Male,WV,16648,33944,53353,798,4,1.6,Very Good
745,59,1965,Male,MD,56069,114318,328089,748,3,2.9,Very Good
746,66,1952,Male,MI,14848,28714,12978,638,2,0.5,Fair
747,66,1979,Male,NV,28985,59093,117325,737,5,2,Good
748,68,1980,Female,CA,25242,51465,0,702,2,0,Good
749,69,1999,Male,NY,24904,50776,19785,701,1,0.4,Good
750,65,1991,Female,PA,25205,51391,84768,573,1,1.6,Poor
751,65,1966,Male,NJ,0,920,1914,788,3,2.1,Very Good
752,73,1969,Female,FL,20315,41420,0,691,5,0,Good
753,67,1967,Female,NE,16901,34460,43936,692,2,1.3,Good
754,65,1979,Male,VA,18531,37786,107692,693,5,2.9,Good
755,70,1998,Female,VA,20678,42161,59210,672,1,1.4,Good
756,69,1989,Male,OH,25503,51998,73575,640,1,1.4,Fair
757,67,1997,Female,SC,18271,37253,63522,576,1,1.7,Poor
758,65,1970,Male,TX,13705,27943,18693,681,4,0.7,Good
759,69,1943,Female,SC,19025,32817,27209,705,6,0.8,Good
760,66,1957,Male,NH,18972,38681,113190,663,5,2.9,Fair
761,68,1971,Male,AL,15474,31553,63938,729,3,2,Good
762,70,1983,Male,WA,24519,49993,52978,767,3,1.1,Very Good
763,64,1956,Male,OH,14137,28828,49793,687,4,1.7,Good
764,63,1942,Female,NY,0,1,0,673,3,0,Good
765,74,1988,Male,TX,31072,63356,140107,704,5,2.2,Good
766,58,1986,Female,TX,28213,57526,82715,812,1,1.4,Excellent
767,65,1983,Male,NJ,39626,80794,3867,803,2,0,Excellent
768,64,1962,Female,MA,37407,76274,102611,698,2,1.3,Good
769,60,1990,Female,WI,19059,38861,62080,528,1,1.6,Poor
770,65,1987,Male,LA,22223,45312,11788,681,4,0.3,Good
771,68,1956,Male,CA,21178,43180,36832,764,5,0.9,Very Good
772,66,1994,Female,MN,29580,60310,91017,647,6,1.5,Fair
773,69,1955,Female,CA,15079,30747,51667,850,4,1.7,Excellent
774,68,1998,Male,CO,21394,43617,16661,803,3,0.4,Excellent
775,71,1968,Female,WI,21278,43386,2192,698,3,0.1,Good
776,62,1958,Female,WI,19483,36465,12789,688,1,0.4,Good
777,66,1948,Male,CA,51692,65055,1676,736,6,0,Good
778,68,1998,Male,TX,18112,36924,71952,701,3,1.9,Good
779,69,1985,Male,CA,21373,43579,96994,795,3,2.2,Very Good
780,65,1965,Male,MN,26478,53986,58381,748,4,1.1,Very Good
781,61,1998,Female,MA,47637,97127,210206,660,2,2.2,Fair
782,71,1967,Male,CT,34138,69604,47193,684,4,0.7,Good
783,68,1971,Female,TX,30418,62019,85666,543,4,1.4,Poor
784,68,2000,Male,CA,15965,32550,82878,746,6,2.5,Very Good
785,65,1989,Male,WV,17701,36092,63276,679,1,1.8,Good
786,67,1964,Male,WA,23668,48259,146774,721,3,3,Good
787,68,1977,Male,AR,15447,31499,45661,782,4,1.4,Very Good
788,71,1983,Female,SC,15243,31079,91845,605,2,3,Fair
789,66,1973,Male,FL,23244,47395,41381,755,2,0.9,Very Good
790,73,1977,Male,NY,23316,47542,2667,725,3,0.1,Good
791,67,1962,Male,VA,35563,72510,44317,727,4,0.6,Good
792,66,1972,Male,CT,32240,65736,206000,733,3,3.1,Good
793,71,1948,Female,TX,19120,19581,21424,706,3,1.1,Good
794,64,1962,Male,ME,20800,42411,111077,765,2,2.6,Very Good
795,64,1932,Female,WA,37485,55902,3385,531,1,0.1,Poor
796,68,1981,Male,PA,25917,52844,0,826,3,0,Excellent
797,65,1973,Male,GA,18171,37056,75730,753,4,2,Very Good
798,64,1976,Male,CA,19726,40220,106171,718,3,2.6,Good
799,71,1938,Male,CA,15239,28644,879,806,7,0,Excellent
800,66,1968,Female,CA,14553,29673,12950,788,3,0.4,Very Good
801,62,1958,Male,GA,23029,46954,69753,578,4,1.5,Poor
802,66,1986,Male,WV,21842,44534,107410,702,4,2.4,Good
803,65,1968,Male,CA,18619,37963,102716,772,4,2.7,Very Good
804,67,1979,Female,TX,24684,50329,76759,625,4,1.5,Fair
805,66,1975,Male,PA,18007,36715,74022,547,4,2,Poor
806,66,1959,Male,FL,19382,39521,61861,491,3,1.6,Poor
807,67,1941,Female,SC,26707,51014,23366,759,4,0.5,Very Good
808,65,1978,Male,UT,35834,73067,6332,721,3,0.1,Good
809,65,1956,Female,CA,21669,44183,89852,850,4,2,Excellent
810,65,1998,Male,OH,11243,22922,9004,694,1,0.4,Good
811,68,1992,Female,OH,41682,84987,162718,600,2,1.9,Fair
812,69,1956,Female,MI,16542,33728,107287,730,3,3.2,Good
813,65,1939,Female,OH,12406,11613,427,790,8,0,Very Good
814,66,1972,Male,MO,23836,48600,23992,791,5,0.5,Very Good
815,63,1961,Male,TN,29571,60292,114223,531,1,1.9,Poor
816,61,1977,Female,MI,28463,58034,129546,676,2,2.2,Good
817,67,1951,Male,FL,15849,43004,15304,761,6,0.4,Very Good
818,70,1968,Female,OK,14293,29144,35268,645,1,1.2,Fair
819,63,1973,Male,TX,12677,25850,56285,630,1,2.2,Fair
820,59,1992,Female,MI,18431,37583,51633,782,2,1.4,Very Good
821,60,1999,Female,OH,20305,41403,206131,776,1,5,Very Good
822,69,1958,Male,NY,49546,101018,78115,748,6,0.8,Very Good
823,69,1989,Male,GA,15755,32125,58712,733,2,1.8,Good
824,67,1939,Female,FL,13254,13596,352,684,4,0,Good
825,62,1968,Male,PA,39495,80526,117380,632,1,1.5,Fair
826,59,1983,Male,GA,21556,43953,76915,607,1,1.7,Fair
