User,Card_0_Total,Card_1_Total,Card_2_Total,Card_3_Total,Card_4_Total,Card_5_Total,Card_6_Total,Card_7_Total,Card_8_Total,Year_1991_Total,Year_1992_Total,Year_1993_Total,Year_1994_Total,Year_1995_Total,Year_1996_Total,Year_1997_Total,Year_1998_Total,Year_1999_Total,Year_2000_Total,Year_2001_Total,Year_2002_Total,Year_2003_Total,Year_2004_Total,Year_2005_Total,Year_2006_Total,Year_2007_Total,Year_2008_Total,Year_2009_Total,Year_2010_Total,Year_2011_Total,Year_2012_Total,Year_2013_Total,Year_2014_Total,Year_2015_Total,Year_2016_Total,Year_2017_Total,Year_2018_Total,Year_2019_Total,Year_2020_Total,State_International_Total,State_Online_Total,State_US_State_Total,Retirement Age,Birth Year,Gender,State,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt-Income ratio,FICO_Category,Digital Goods & Subscriptions,Dining & Entertainment,Education & Professional Services,Healthcare,Other,Retail,Transport,Travel & Lodging,Utilities & Home Services,Avg Credit Limit,cardtype_credit,cardtype_debit,cardtype_debit_(prepaid),cardbrand_Amex,cardbrand_Discover,cardbrand_Mastercard,cardbrand_Visa,Total Cards
817,15833.08,44334.97,65176.69,216959.43,141798.57,26378.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3682.71,23412.41,25780.95,22840.08,23784.13,25701.36,27155.13,24267.51,24735.16,23901.65,25374.69,24903.0,22641.1,27464.95,27643.51,24225.04,25588.96,24139.71,26285.27,26629.29,23976.65,6348.11,2306.46,83880.6,424294.31,67,1951,Male,FL,15849,43004,15304,761,6,0.4,Very Good,25776.14,59344.43,9432.94999999999,20460.94,165674.77,91214.24,32102.8,1701.62999999999,104773.47,6670.0,4,1,1,0,0,4,2,6
818,163198.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8438.44,13572.72,15058.7,12462.02,12981.51,13915.38,13259.54,16823.78,15679.25,15560.86,11888.28,12681.64,876.79,0.0,0.0,0.0,0.0,0.0,0.0,27640.96,135557.95,70,1968,Female,OK,14293,29144,35268,645,1,1.2,Fair,1640.56,3280.85,0.0,26755.47,76087.76,17091.1,6542.11,276.44,31524.62,12200.0,1,0,0,0,0,1,0,1
819,989702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16317.94,83810.62,88255.89,88508.64,85961.29,88301.34,84897.04,91544.83,88522.77,85499.83,85000.02,89007.45,14074.34,159.959999999999,30489.67,959052.37,63,1973,Male,TX,12677,25850,56285,630,1,2.2,Fair,1366.6,10921.27,1805.42,15669.75,81475.86,52552.24,785341.86,96.72,40472.28,3700.0,1,0,0,0,1,0,0,1
820,285103.68,668.189999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18487.12,29282.9,31555.96,31099.88,27178.86,28206.94,30407.38,27215.1,28397.04,30054.06,3886.63,647.11,6426.82,278697.94,59,1992,Female,MI,18431,37583,51633,782,2,1.4,Very Good,234.89,35706.85,7339.66,8377.92,99454.04,44705.76,18344.68,321.87,71286.2,14905.0,1,1,0,0,0,2,0,2
821,1062.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.49,0.0,313.89,748.6,60,1999,Female,OH,20305,41403,206131,776,1,5.0,Very Good,14.48,49.04,0.0,0.0,195.94,522.9,68.81,0.0,211.32,2070.0,0,1,0,0,0,1,0,1
822,610.23,772065.28,35489.05,449484.76,10237.06,58393.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76206.98,62110.81,63890.1599999999,67317.32,69306.83,66159.9,64991.92,69358.38,67704.62,69843.15,71671.88,69037.43,66181.63,76783.79,71312.12,73966.51,71172.76,68365.05,70027.74,10871.08,14931.08,145589.89,1165759.09,69,1958,Male,NY,49546,101018,78115,748,6,0.8,Very Good,25151.6,120578.73,1432.01,67218.49,619587.0,210439.4,91500.45,7452.09,182920.29,28295.0,2,3,1,0,0,3,3,6
823,166666.42,181332.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.62,32858.71,35762.97,31344.6,31620.59,35254.47,32919.65,36564.66,36076.85,33155.26,36837.92,5488.41,12.03,36004.26,311982.42,69,1989,Male,GA,15755,32125,58712,733,2,1.8,Good,1584.73,69397.54,0.0,4829.15,128849.78,79526.53,24793.79,166.11,38851.08,8440.0,0,2,0,0,0,2,0,2
824,66780.9,294769.99,69422.63,60474.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820.23,22278.37,21871.61,18911.88,22683.68,19950.07,20235.85,20886.82,21941.14,22925.5,25053.57,24893.02,27088.12,22953.18,26861.75,19545.37,22406.05,24278.22,24384.82,23999.33,25595.39,23090.37,4794.07,535.819999999999,74307.25,416605.34,67,1939,Female,FL,13254,13596,352,684,4,0.0,Good,17365.93,24180.18,2119.82,15511.9,180091.63,134995.59,27492.69,890.17,88800.5,11134.75,0,4,0,0,0,3,1,4
825,1052042.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104376.16,148633.55,156443.11,158886.45,159492.21,147724.92,152554.1,23932.03,10229.61,90899.99,950912.93,62,1968,Male,PA,39495,80526,117380,632,1,1.5,Fair,8183.97,125526.72,9289.42,62536.03,646423.76,39178.57,92899.38,4726.62,63278.06,21000.0,1,0,0,0,1,0,0,1
826,8240.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8240.43,0.0,376.489999999999,7863.94,59,1983,Male,GA,21556,43953,76915,607,1,1.7,Fair,58.19,319.54,0.0,0.0,620.44,300.59,6029.11,0.0,912.56,20362.0,0,1,0,0,0,1,0,1
827,54534.62,521819.67,119312.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19265.13,26665.16,28216.01,29960.41,28121.23,28711.6,28319.64,31374.11,31432.11,27845.7399999999,33016.95,28243.96,33058.81,36959.69,30629.48,30795.94,29434.13,34397.43,31448.64,31697.27,29588.53,31527.71,29436.17,5521.08,3427.49,89317.37,602922.07,68,1963,Female,AL,15471,31533,42315,753,3,1.3,Very Good,16775.44,56090.99,16988.15,39145.82,285962.04,149919.15,31275.29,1177.98,98332.07,9994.0,1,2,0,0,1,1,1,3
828,2371.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371.04,0.0,114.57,2256.47,65,1996,Female,CA,20947,42711,48493,717,1,1.1,Good,0.0,54.29,203.45,288.37,631.91,981.69,93.67,0.0,117.66,21686.0,0,1,0,0,0,1,0,1
829,185867.32,62826.25,41502.4,38159.95,25815.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4531.13,17622.35,17215.66,17718.21,17344.68,15706.56,16231.57,17028.89,17814.02,19859.86,16373.37,17299.05,16527.76,18522.81,20363.23,21067.34,19509.41,19964.95,20598.67,19327.41,3544.85,938.34,35709.33,317524.11,67,1945,Female,SC,13409,23137,4871,642,5,0.2,Fair,556.64,18155.41,0.0,20239.21,178263.68,48920.84,25746.12,681.19,61608.69,11392.6,1,4,0,0,1,1,3,5
830,3530.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3530.9,0.0,473.719999999999,3057.18,64,2002,Male,CA,19508,39778,60850,702,1,1.5,Good,0.0,1148.16,0.0,0.0,1258.53,540.91,94.49,0.0,488.81,11029.0,0,1,0,0,0,0,1,1
831,441705.24,696401.43,13524.69,89243.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11631.82,43741.48,41756.86,43474.24,45248.1,43966.67,46920.71,52702.38,48039.31,54099.62,58641.78,50012.95,54922.58,56203.87,54519.72,55755.72,54604.55,60207.67,57109.84,58304.28,61370.92,59941.04,58652.07,59903.62,9142.72,8185.53,227456.21,1005232.78,72,1977,Male,NJ,34205,69747,80763,741,4,1.2,Very Good,3663.54,191439.81,55504.04,9889.94,385812.31,270240.19,288876.02,3361.36,32087.31,23270.75,2,2,0,0,0,1,3,4
832,442167.35,654927.7,11166.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31337.68,43307.31,39000.53,46269.21,48045.48,50445.67,47472.67,50463.28,48830.16,49161.78,52442.52,52915.01,55894.72,55494.71,50476.27,54020.51,54474.18,54674.17,54764.96,58499.18,50018.14,51283.54,8969.82,1546.5,370675.93,736039.07,63,1965,Male,FL,17140,34947,49024,751,3,1.4,Very Good,5775.36,24214.27,1522.69,12029.99,283557.52,290285.43,364593.62,3226.14,123056.48,11072.6666666666,1,2,0,0,0,2,1,3
833,4178.59,322861.35,252185.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.65,27483.85,35835.58,36233.36,39327.77,33574.69,34518.78,35122.79,36805.01,36492.48,36365.88,35700.41,35113.46,35858.49,40530.7,36726.46,38044.0,4771.42,569.29,68882.16,509774.33,60,1956,Male,IL,32083,77961,39811,616,3,0.5,Fair,21557.93,41046.29,38619.82,19395.56,223905.89,89829.5,46748.18,1987.36,96135.25,18672.3333333333,0,3,0,0,0,1,2,3
834,4120.31,3857.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.82,6886.79,0.0,742.57,7235.04,66,1997,Female,NJ,56252,114692,91575,805,2,0.8,Excellent,0.0,741.53,0.0,0.0,2959.29,2846.75999999999,572.93,0.0,857.1,26300.0,2,0,0,0,0,2,0,2
835,119449.9,227500.05,74645.76,172900.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7593.31,29885.42,31090.13,29626.21,34015.29,32619.95,32613.21,31952.78,32156.91,33709.89,31896.44,31732.9,32190.08,31720.75,31846.68,32566.79,33923.98,34024.74,34464.38,4865.98,698.0,60232.67,533565.15,62,1972,Male,NY,12475,25434,45540,712,4,1.8,Good,17956.57,29162.48,0.0,4332.58,168486.68,260000.49,66592.38,858.0,47106.64,5781.75,1,2,1,0,0,3,1,4
836,397076.22,153297.0,62463.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3455.06,48218.7,43356.05,44871.7,49842.89,49447.45,52067.71,50689.37,48767.32,51034.15,53394.8,53965.03,53076.6,10649.89,4.68999999999999,81030.3,531801.73,64,1964,Female,OH,18420,37558,72514,778,3,1.9,Very Good,9451.83,8357.05,0.0,19175.23,337664.83,111571.32,61981.7,870.17,63764.59,8850.66666666666,1,1,1,1,0,1,1,3
837,147165.92,3828.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26848.67,36105.59,37485.59,37859.94,8866.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3828.35,363.84,29697.44,120932.99,66,1989,Female,OH,23104,47110,57159,804,2,1.2,Excellent,186.05,2273.94,1582.52,8736.17,77616.77,21054.99,25334.52,1259.06,12950.25,15954.0,0,2,0,0,0,2,0,2
838,198734.98,383490.35,60303.54,101191.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24632.11,31132.45,29073.23,33776.23,29323.5,33739.96,31383.06,33639.44,33646.1,33284.3,35058.86,35708.05,40206.29,33891.35,36007.61,35010.27,37320.07,36645.98,31111.04,33749.06,35867.12,33590.05,5923.78,1655.89,116388.27,625675.75,68,1968,Male,IN,15048,30681,81680,746,4,2.7,Very Good,23333.0,13023.73,881.32,34411.05,233706.04,191261.95,131236.25,3484.27,112382.3,8353.75,1,3,0,0,0,1,3,4
839,4920.11,17535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22455.11,0.0,6073.94,16381.17,66,1999,Female,TX,31905,65051,220951,703,2,3.4,Good,0.0,2486.98,0.0,207.02,11723.22,1087.55,5920.3,0.0,1030.04,34706.0,0,2,0,0,0,1,1,2
840,245.43,188896.34,71251.88,227120.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2655.31,28317.67,28186.96,29133.39,29664.47,40293.44,29433.35,32333.91,40198.66,31724.27,32058.19,31853.83,30217.13,34722.01,31526.41,30465.75,4729.62,899.05,69372.95,417242.37,67,1970,Female,AL,15207,31008,60527,713,4,2.0,Good,12943.48,83719.0,2858.84,15342.83,182254.46,85792.93,30395.76,2050.54,72156.53,11611.0,2,2,0,0,0,3,1,4
841,29511.14,55381.14,843628.36,16135.9,222085.5,221705.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64386.74,66559.8,67753.3,64324.48,65089.87,63327.58,64975.11,63431.12,66552.88,70961.06,69367.19,71532.74,69278.45,74379.84,73186.28,72869.72,72816.84,72191.85,75107.38,69134.11,11220.97,198.95,109670.02,1278578.34,68,1957,Male,OH,18420,37556,0,735,6,0.0,Good,20936.33,238937.69,0.0,40333.53,365711.34,492315.71,120045.98,3967.63,106199.1,17747.5,1,5,0,0,0,4,2,6
842,84905.26,48737.02,105298.8,13876.92,112732.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14207.03,29826.22,28516.09,34595.26,32897.77,33330.79,29046.86,31025.54,33428.53,31554.98,30726.72,31789.65,4604.99,1021.03,56277.54,308251.86,68,1944,Male,IN,17909,21547,16040,785,5,0.7,Very Good,10396.31,31494.36,0.0,7226.68,175546.99,52158.25,23060.31,245.87,65421.66,8135.0,3,1,1,0,0,2,3,5
843,2031.11,687.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718.59,0.0,229.28,2489.31,68,1999,Male,AR,14249,29051,5819,774,2,0.2,Very Good,131.58,282.99,0.0,77.57,1371.79,390.71,16.22,0.0,447.73,11134.5,1,1,0,0,0,0,2,2
844,2814.49,2307.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5122.03,0.0,352.65,4769.38,69,2000,Female,IL,14200,28953,3619,738,2,0.1,Good,242.86,177.859999999999,0.0,7.04,1284.51,2106.83,702.41,0.0,600.52,6900.0,2,0,0,0,0,0,2,2
845,853121.46,2216.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23958.85,68708.21,67073.41,66494.67,72173.22,62666.36,72361.28,67185.65,66781.92,73495.45,71780.72,65234.46,67469.72,9954.35,9038.32,172409.7,673890.25,65,1980,Female,FL,28826,58774,94053,528,2,1.6,Poor,16417.37,247841.34,542.87,13863.09,211923.88,76969.05,169481.4,11094.26,107205.01,4497.0,1,0,1,1,0,0,1,2
846,126224.1,309069.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.67,26234.22,26824.24,27818.5,32669.32,29401.66,28205.0,29474.62,32320.72,28983.62,30182.19,25856.12,31516.28,23696.05,27241.25,30338.58,3791.02,222.3,88699.04,346372.72,61,1973,Male,ID,16378,33395,57774,588,2,1.7,Fair,12993.17,10224.22,1051.64,14585.88,211990.45,60323.71,24938.1,1025.23,98161.66,9193.0,0,2,0,0,0,1,1,2
847,280511.68,137435.55,1004.42,20581.84,1278.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26548.32,25187.18,30361.34,29204.88,35030.42,32046.5,32287.02,33266.74,29290.37,34320.94,32640.5799999999,31762.57,30819.45,31975.8,6069.66,0.0,95902.39,344909.38,65,1933,Female,FL,14395,22894,1501,767,5,0.1,Very Good,0.0,13478.23,0.0,8275.56,301028.32,19298.69,41889.73,469.03,56372.21,8939.2,1,3,1,1,0,3,1,5
848,154545.43,917421.0,171832.55,41007.15,480236.82,7816.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.98,49613.9,100166.95,105880.11,105392.82,114557.88,110251.88,103261.4,108712.15,105873.65,100907.74,112199.68,109202.91,107833.49,106812.38,105240.74,101987.55,106047.15,18722.1,3082.94,119334.51,1650442.01,67,1974,Female,NY,31299,63815,4832,699,6,0.1,Good,28715.0,78087.29,108493.26,27004.58,525270.09,707641.66,46729.41,5100.1,245818.07,18213.5,2,3,1,1,0,4,1,6
849,256307.97,172038.7,416550.54,469194.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6432.05,79550.26,79346.62,85171.47,93171.13,96864.75,91583.13,100616.16,91665.46,99309.3,93864.84,96783.78,98142.74,95010.82,93193.1,13385.91,10435.29,471448.27,832207.96,67,1963,Female,CA,26957,54963,105623,675,4,1.9,Good,21130.24,104184.01,259.04,7825.87,260091.54,227697.09,557255.52,1959.92999999999,133688.28,8564.25,3,0,1,1,1,1,1,4
850,1492.22,557762.25,2347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5825.17,64300.82,69517.47,66706.63,66307.53,68424.27,74565.74,69919.09,65332.79,10702.06,2468.06,51578.15,507555.36,69,1991,Male,NY,17624,35940,54354,595,3,1.5,Fair,0.0,125791.88,961.12,4343.6,158241.22,181799.81,44056.02,1515.0,44892.92,9680.33333333333,2,1,0,0,1,2,0,3
851,277778.81,435251.87,16611.84,76633.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16611.84,0.0,0.0,526.35,40018.97,39202.73,38844.59,40755.21,41837.1,38116.22,41813.14,44098.09,40045.63,44102.18,38869.09,39082.86,40526.57,38996.15,42197.52,39600.37,44698.6,45348.65,44441.72,6542.11,1692.34,69787.03,734796.32,67,1957,Male,CA,18103,36911,93367,724,4,2.5,Good,15893.18,63193.39,370.4,20072.43,263162.4,229729.9,130390.819999999,1554.5,81908.67,4484.5,2,2,0,0,0,2,2,4
852,320156.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17006.8,60432.06,63479.52,66832.59,61468.56,50936.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.32,34139.07,284375.84,64,1985,Female,IN,21991,44838,109951,561,1,2.5,Poor,6736.34,6707.75,0.0,2305.37,98012.64,136473.69,33616.67,663.59,35640.18,10824.0,0,1,0,0,0,1,0,1
853,13946.27,79180.24,340782.41,140177.44,118144.69,158342.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.56,50274.73,63276.56,58649.65,58636.64,63063.8,57042.27,52242.66,61083.38,58956.33,50599.36,59440.05,55634.29,48000.66,51089.93,52676.94,7969.02,21776.96,165450.12,663346.75,72,1960,Female,CA,45509,92785,122254,786,6,1.3,Very Good,25410.26,60760.41,3582.56,33532.16,342006.84,131005.76,90446.23,9076.24,154753.37,35938.5,1,5,0,0,0,5,1,6
854,510960.63,12493.61,107896.58,105293.47,132545.77,97325.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26701.99,53616.85,55907.78,52645.75,56323.24,53593.37,54015.83,55615.44,55955.14,58743.42,55100.08,54936.73,55210.91,53554.63,52874.18,51651.22,54660.83,56556.82,8851.43,8057.41,82772.38,875685.85,70,1953,Male,OH,17161,34985,29409,723,6,0.8,Good,20115.57,15892.76,2140.67,22096.24,404990.98,341330.94,68106.7,3061.61,88780.17,12107.0,1,4,1,0,0,5,1,6
855,70606.23,149556.2,93423.93,33391.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23974.76,25781.17,24636.8,26222.8,29762.7399999999,26239.99,29314.28,29404.84,27191.5,25134.41,26431.47,24664.36,23550.68,4668.51,1457.54,40936.91,304583.86,68,1980,Male,IN,20644,42086,79530,784,4,1.9,Very Good,11170.46,43980.18,458.409999999999,12107.71,115200.46,93309.96,34741.3,1444.0,34565.83,13317.5,2,2,0,0,0,1,3,4
856,120744.2,233426.13,488759.46,186178.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13498.89,54598.38,54206.9,58298.05,56209.55,51299.92,57607.93,56282.84,56326.26,57369.64,57267.15,57117.79,58410.68,53514.25,59386.45,52445.63,53394.53,52806.85,60936.37,8130.34,1589.76,83928.1,943590.54,61,1974,Female,FL,19065,38872,94970,663,4,2.4,Fair,28115.49,17524.2,19425.33,33456.85,356225.93,410573.22,107732.66,1973.55,54081.17,11200.5,2,2,0,0,0,3,1,4
857,141394.82,165639.61,35589.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16311.85,18065.72,19984.21,20111.16,23448.45,21625.2,20060.78,22624.41,23030.75,23040.47,20873.3,22716.45,20587.55,23444.27,21682.58,21667.76,3348.56,1138.36,51089.31,290395.8,66,1970,Female,OR,23687,48295,109558,707,3,2.3,Good,15529.64,4015.43,0.0,1998.53,196799.8,51813.0,12695.56,909.87,58861.64,13456.6666666666,2,1,0,1,1,0,1,3
858,1077.91,44253.76,79493.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.93,6043.55,5596.31,5559.18,6021.14,6038.11,24089.88,31246.97,34766.51,5064.08,663.079999999999,16698.01,107464.57,64,1991,Female,AL,19474,39708,113715,717,3,2.9,Good,2696.23,6868.22,0.0,3520.88,57796.31,25266.05,5389.13,154.54,23134.3,2544.66666666666,1,1,1,0,0,3,0,3
859,834552.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51372.0,49513.25,53645.32,44967.83,48652.43,46937.86,46872.38,48239.62,45713.41,46325.46,48715.43,50841.15,51031.21,50299.43,45909.34,50796.53,46819.19,7901.12,481.83,99216.99,734854.14,72,1963,Female,NY,22273,45416,82611,713,1,1.8,Good,10581.16,24335.11,5258.39,19301.05,251298.33,295141.86,63626.0,3793.43,161217.63,20022.0,0,1,0,0,0,1,0,1
860,2212.08,192116.91,63325.11,165731.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.31,26541.13,29456.56,29417.48,29494.92,30144.02,29371.13,31181.05,28896.93,30122.47,30964.33,33875.7,27634.21,29803.88,28203.37,4153.39,836.57,40203.82,382345.49,67,1983,Female,CA,13739,28007,0,691,4,0.0,Good,9578.08,31958.1,0.0,5905.27,110399.33,193444.7,31186.47,876.39,40037.54,6746.0,2,1,1,1,0,2,1,4
861,650922.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26447.67,35684.44,35550.5,37502.13,36208.0,38938.77,35965.19,35918.85,37605.46,37564.68,39907.88,33734.87,34943.68,38024.46,34921.28,38676.31,36123.29,32890.05,4314.5,1260.81,67923.41,581737.79,64,1971,Female,IL,18906,38554,47186,708,1,1.2,Good,20170.38,37371.52,11654.66,5652.3,243459.24,228332.81,20639.52,2665.92,80975.66,8165.0,0,1,0,0,0,1,0,1
862,496473.05,3301.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64793.96,67325.47,73339.67,69884.1,65525.51,71901.9,74714.72,12289.53,230.96,291413.4,208130.5,67,1992,Female,VA,18335,37384,120327,706,2,3.2,Good,6283.56,7724.9,2991.99,13731.26,90528.6,56348.72,282239.73,455.249999999999,39470.85,15299.5,1,1,0,1,0,1,0,2
